ISIN,Name,Listed_In,BSE_Symbol,NSE_Symbol,search query
INE369I01014,IL&FS ENGINEERING AND CONSTRUC,"BSE, NSE",IL&FSENGG,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUC investor relations
INE369Q01017,GANESHA ECOVERSE LIMITED,BSE,GANVERSE,,GANESHA ECOVERSE LIMITED investor relations
INE370A01019,MODERN SHARES & STOCKBROKERS L,BSE,MODRNSH,,MODERN SHARES & STOCKBROKERS L investor relations
INE370C01015,POPULAR ESTATE MANAGEMENT LTD.,BSE,POPULARES,,POPULAR ESTATE MANAGEMENT LTD. investor relations
INE370D01013,MANGALAM ORGANICS LIMITED,"BSE, NSE",MANORG,MANORG,MANGALAM ORGANICS LIMITED investor relations
INE370E01029,VISAGAR POLYTEX LTD.,"BSE, NSE",VIVIDHA,VIVIDHA,VISAGAR POLYTEX LTD. investor relations
INE370Q01015,NEXUS SURGICAL AND MEDICARE LI,BSE,NEXUSSURGL,,NEXUS SURGICAL AND MEDICARE LI investor relations
INE371A01025,GRAPHITE INDIA LTD.,"BSE, NSE",GRAPHITE,GRAPHITE,GRAPHITE INDIA LTD. investor relations
INE371C01013,PODDAR PIGMENTS LTD.,"BSE, NSE",PODDARMENT,PODDARMENT,PODDAR PIGMENTS LTD. investor relations
INE371F01024,Chandrima Mercantiles limited,BSE,CHANDRIMA,,Chandrima Mercantiles limited investor relations
INE371P01015,Amber Enterprises India Limite,"BSE, NSE",AMBER,AMBER,Amber Enterprises India Limite investor relations
INE372A01015,APAR INDUSTRIES LTD.,"BSE, NSE",APARINDS,APARINDS,APAR INDUSTRIES LTD. investor relations
INE372C01037,PRECISION WIRES INDIA LTD.,"BSE, NSE",PRECWIRE,PRECWIRE,PRECISION WIRES INDIA LTD. investor relations
INE372D01019,GUJARAT CRAFT INDUSTRIES LTD.,BSE,GUJCRAFT,,GUJARAT CRAFT INDUSTRIES LTD. investor relations
INE372E01025,BIRLA PRECISION TECHNOLOGIES L,BSE,BIRLAPREC,,BIRLA PRECISION TECHNOLOGIES L investor relations
INE372I01018,ASHNOOR TEXTILE MILLS LTD.,BSE,ASHNOOR,,ASHNOOR TEXTILE MILLS LTD. investor relations
INE372M01010,ARCL Organics Ltd,BSE,ARCL,,ARCL Organics Ltd investor relations
INE373A01013,BASF INDIA LTD.,"BSE, NSE",BASF,BASF,BASF INDIA LTD. investor relations
INE373C01019,QUANTUM DIGITAL VISION (INDIA),BSE,QUANTDIA,,QUANTUM DIGITAL VISION (INDIA) investor relations
INE373D01017,GUJARAT INVESTA LTD.,BSE,GUJINV,,GUJARAT INVESTA LTD. investor relations
INE373E01015,BLOOM INDUSTRIES LTD.,BSE,BLOIN,,BLOOM INDUSTRIES LTD. investor relations
INE373T01047,Blue Cloud Softech Solutions L,BSE,BLUECLOUDS,,Blue Cloud Softech Solutions L investor relations
INE374B01019,MUKTA ARTS LTD.,"BSE, NSE",MUKTAARTS,MUKTAARTS,MUKTA ARTS LTD. investor relations
INE374C01017,RAJASTHAN PETRO SYNTHETICS LTD,BSE,RAJSPTR,,RAJASTHAN PETRO SYNTHETICS LTD investor relations
INE374E01021,BMW INDUSTRIES LIMITED,BSE,BMW,,BMW INDUSTRIES LIMITED investor relations
INE375C01022,SAMPRE NUTRITIONS LTD.,BSE,SAMPRE,,SAMPRE NUTRITIONS LTD. investor relations
INE375D01012,KAIRA CAN CO.LTD.,BSE,KAIRA,,KAIRA CAN CO.LTD. investor relations
INE375Y01018,Reliable Data Services Limited,"BSE, NSE",RELIABLE,RELIABLE,Reliable Data Services Limited investor relations
INE376A01032,PAN INDIA CORPORATION LTD.,BSE,PANINDIAC,,PAN INDIA CORPORATION LTD. investor relations
INE376G01013,BIOCON LTD.,"BSE, NSE",BIOCON,BIOCON,BIOCON LTD. investor relations
INE376L01013,RAJKAMAL SYNTHETICS LTD.,BSE,RAJKSYN,,RAJKAMAL SYNTHETICS LTD. investor relations
INE377C01010,SREECHEM RESINS LTD.,BSE,SRECR,,SREECHEM RESINS LTD. investor relations
INE377D01018,ARUNIS ABODE LIMITED,BSE,ARUNIS,,ARUNIS ABODE LIMITED investor relations
INE377E01024,COASTAL CORPORATION LTD.,"BSE, NSE",COASTCORP,COASTCORP,COASTAL CORPORATION LTD. investor relations
INE377N01017,Waaree Energies Limited,"BSE, NSE",WAAREEENER,WAAREEENER,Waaree Energies Limited investor relations
INE377Y01014,Bajaj Housing Finance Limited,"BSE, NSE",BAJAJHFL,BAJAJHFL,Bajaj Housing Finance Limited investor relations
INE378D01032,MADHUCON PROJECTS LTD.,"BSE, NSE",MADHUCON,MADHUCON,MADHUCON PROJECTS LTD. investor relations
INE379A01028,ITC Hotels Limited,"BSE, NSE",ITCHOTELS,ITCHOTELS,ITC Hotels Limited investor relations
INE379J01029,VERITAS (INDIA) LTD.,BSE,VERITAS,,VERITAS (INDIA) LTD. investor relations
INE380C01014,VAMSHI RUBBER LTD.,BSE,VAMSHIRU,,VAMSHI RUBBER LTD. investor relations
INE380D01012,MODELLA WOOLLENS LTD.,BSE,MODWOOL,,MODELLA WOOLLENS LTD. investor relations
INE380G01015,WELCAST STEELS LTD.,BSE,ZWELCAST,,WELCAST STEELS LTD. investor relations
INE380K01017,VIVO BIO TECH LTD.,BSE,VIVOBIOT,,VIVO BIO TECH LTD. investor relations
INE380Z01015,Active Clothing Co  Limited,BSE,ACTIVE,,Active Clothing Co  Limited investor relations
INE381G01013,TELECANOR GLOBAL LTD.,BSE,TELECANOR,,TELECANOR GLOBAL LTD. investor relations
INE382B01012,TRIUMPH INTERNATIONAL FINANCE,BSE,TRIUMPIN,,TRIUMPH INTERNATIONAL FINANCE investor relations
INE382M01027,UNITED FOODBRANDS LIMITED,"BSE, NSE",UFBL,UFBL,UNITED FOODBRANDS LIMITED investor relations
INE382T01030,GVP Infotech Limited,NSE,,GVPTECH,GVP Infotech Limited investor relations
INE382Z01011,Garden Reach Shipbuilders & En,"BSE, NSE",GRSE,GRSE,Garden Reach Shipbuilders & En investor relations
INE383A01012,INDIA CEMENTS LTD.,"BSE, NSE",INDIACEM,INDIACEM,INDIA CEMENTS LTD. investor relations
INE383H01017,MALU PAPER MILLS LTD.,"BSE, NSE",MALUPAPER,MALUPAPER,MALU PAPER MILLS LTD. investor relations
INE383L01019,PARNAX LAB LTD.,BSE,PARNAXLAB,,PARNAX LAB LTD. investor relations
INE384A01010,RANE HOLDINGS LTD.,"BSE, NSE",RANEHOLDIN,RANEHOLDIN,RANE HOLDINGS LTD. investor relations
INE384C01016,YUKEN INDIA LTD.,"BSE, NSE",YUKEN,YUKEN,YUKEN INDIA LTD. investor relations
INE384D01022,SANGAL PAPERS LTD.,BSE,SANPA,,SANGAL PAPERS LTD. investor relations
INE385C01021,SARDA ENERGY & MINERALS LTD.,"BSE, NSE",SARDAEN,SARDAEN,SARDA ENERGY & MINERALS LTD. investor relations
INE385D01029,TAHMAR ENTERPRISES LIMITED,BSE,TAHMARENT,,TAHMAR ENTERPRISES LIMITED investor relations
INE385F01024,SG MART LIMITED,"BSE, NSE",SGMART,SGMART,SG MART LIMITED investor relations
INE385I01010,ALPA LABORATORIES LTD.,"BSE, NSE",ALPA,ALPA,ALPA LABORATORIES LTD. investor relations
INE385M01012,SHARDA ISPAT LTD.,BSE,SHRDAIS,,SHARDA ISPAT LTD. investor relations
INE385W01011,Dishman Carbogen Amcis Limited,"BSE, NSE",DCAL,DCAL,Dishman Carbogen Amcis Limited investor relations
INE386A01023,VESUVIUS INDIA LTD.,"BSE, NSE",VESUVIUS,VESUVIUS,VESUVIUS INDIA LTD. investor relations
INE386C01029,ASTRA MICROWAVE PRODUCTS LTD.,"BSE, NSE",ASTRAMICRO,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD. investor relations
INE386D01027,SHIVALIK BIMETAL CONTROLS LTD.,"BSE, NSE",SBCL,SBCL,SHIVALIK BIMETAL CONTROLS LTD. investor relations
INE386I01018,PORWAL AUTO COMPONENTS LTD.,BSE,PORWAL,,PORWAL AUTO COMPONENTS LTD. investor relations
INE387A01021,SUNDRAM FASTENERS LTD.,"BSE, NSE",SUNDRMFAST,SUNDRMFAST,SUNDRAM FASTENERS LTD. investor relations
INE387D01025,SHREE STEEL WIRE ROPES LTD.,BSE,SSWRL,,SHREE STEEL WIRE ROPES LTD. investor relations
INE387I01016,Magnum Ventures Limited,NSE,,MAGNUM,Magnum Ventures Limited investor relations
INE388A01029,GANESH BENZOPLAST LTD.,"BSE, NSE",GANESHBE,GANESHBE,GANESH BENZOPLAST LTD. investor relations
INE388C01017,MOHIT PAPER MILLS LTD.,BSE,MOHITPPR,,MOHIT PAPER MILLS LTD. investor relations
INE388G01026,TwamevConstruction and Infrast,"BSE, NSE",TICL,TICL,TwamevConstruction and Infrast investor relations
INE388Y01029,FSN E-Commerce Ventures Limite,"BSE, NSE",NYKAA,NYKAA,FSN E-Commerce Ventures Limite investor relations
INE389C01015,MALLCOM (INDIA) LTD.,"BSE, NSE",MALLCOM,MALLCOM,MALLCOM (INDIA) LTD. investor relations
INE389D01013,TCFC FINANCE LTD.,BSE,TCFCFINQ,,TCFC FINANCE LTD. investor relations
INE389H01022,KEC INTERNATIONAL LTD.,"BSE, NSE",KEC,KEC,KEC INTERNATIONAL LTD. investor relations
INE389K01018,WELSPUN INVESTMENTS AND COMMER,"BSE, NSE",WELINV,WELINV,WELSPUN INVESTMENTS AND COMMER investor relations
INE390D01011,TERAI TEA CO.LTD.,BSE,TERAI,,TERAI TEA CO.LTD. investor relations
INE390G01014,GPT INFRAPROJECTS LTD.,"BSE, NSE",GPTINFRA,GPTINFRA,GPT INFRAPROJECTS LTD. investor relations
INE390H01020,Kamdhenu Limited,"BSE, NSE",KAMDHENU,KAMDHENU,Kamdhenu Limited investor relations
INE391C01011,WINSOME BREWERIES LTD.,BSE,WINSOMBR,,WINSOME BREWERIES LTD. investor relations
INE391D01019,TRF LTD.,"BSE, NSE",TRF,TRF,TRF LTD. investor relations
INE391G01012,SANCO TRANS LTD.,BSE,SANCTRN,,SANCO TRANS LTD. investor relations
INE391J01032,JTL INDUSTRIES LIMITED,"BSE, NSE",JTLIND,JTLIND,JTL INDUSTRIES LIMITED investor relations
INE392A01021,VISAKA INDUSTRIES LTD.,"BSE, NSE",VISAKAIND,VISAKAIND,VISAKA INDUSTRIES LTD. investor relations
INE392B01011,PRITISH NANDY COMMUNICATIONS L,"BSE, NSE",PNC,PNC,PRITISH NANDY COMMUNICATIONS L investor relations
INE392G01028,MARUTI INFRASTRUCTURE LTD.,BSE,MAINFRA,,MARUTI INFRASTRUCTURE LTD. investor relations
INE393A01011,DELTA MANUFACTURING LIMITED,"BSE, NSE",DELTAMAGNT,DELTAMAGNT,DELTA MANUFACTURING LIMITED investor relations
INE393D01015,SCAN PROJECTS LTD.,BSE,SCANPRO,,SCAN PROJECTS LTD. investor relations
INE393F01010,Max heights Infrastucture Ltd,BSE,MAXHEIGHTS,,Max heights Infrastucture Ltd investor relations
INE393P01035,Prataap Snacks Limited,"BSE, NSE",DIAMONDYD,DIAMONDYD,Prataap Snacks Limited investor relations
INE394C01023,LANDMARC LEISURE CORPORATION L,BSE,LANDMARC,,LANDMARC LEISURE CORPORATION L investor relations
INE395A01016,BSEL ALGO LIMITED,BSE,BSELALGO,,BSEL ALGO LIMITED investor relations
INE395B01048,GV FILMS LTD.,BSE,GVFILM,,GV FILMS LTD. investor relations
INE395E01018,KEN FINANCIAL SERVICES LTD.,BSE,KENFIN,,KEN FINANCIAL SERVICES LTD. investor relations
INE395F01023,STELLANT SECURITIES (INDIA) LT,BSE,STELLANT,,STELLANT SECURITIES (INDIA) LT investor relations
INE395H01011,Steel City Securities Limited,NSE,,STEELCITY,Steel City Securities Limited investor relations
INE395N01027,TVS Supply Chain Solutions Lim,"BSE, NSE",TVSSCS,TVSSCS,TVS Supply Chain Solutions Lim investor relations
INE395U01014,NINtec Systems Limited,"BSE, NSE",NINSYS,NINSYS,NINtec Systems Limited investor relations
INE396C01010,Neil Industries Ltd.,BSE,NEIL,,Neil Industries Ltd. investor relations
INE396H01019,Checkpoint Trends Limited,BSE,CHECKPOINT,,Checkpoint Trends Limited investor relations
INE397C01026,Shree Securities Ltd.,BSE,SHREESEC,,Shree Securities Ltd. investor relations
INE397D01024,BHARTI AIRTEL LTD.,"BSE, NSE",BHARTIARTL,BHARTIARTL,BHARTI AIRTEL LTD. investor relations
INE397G01019,DUKE OFFSHORE LTD.,BSE,DUKEOFS,,DUKE OFFSHORE LTD. investor relations
INE397H01017,LOKESH MACHINES LTD.,"BSE, NSE",LOKESHMACH,LOKESHMACH,LOKESH MACHINES LTD. investor relations
INE398A01010,VENKYS (INDIA) LTD.,"BSE, NSE",VENKEYS,VENKEYS,VENKYS (INDIA) LTD. investor relations
INE398B01018,UMIYA BUILDCON LIMITED,"BSE, NSE",UMIYA-MRO,UMIYA-MRO,UMIYA BUILDCON LIMITED investor relations
INE398C01016,The Phosphate Company Limited,BSE,PHOSPHATE,,The Phosphate Company Limited investor relations
INE398F01019,STERLING GREEN WOODS LTD.,BSE,STRGRENWO,,STERLING GREEN WOODS LTD. investor relations
INE398H01015,Trustedge Capital Limited,BSE,TRUSTEDGE,,Trustedge Capital Limited investor relations
INE398L01017,KANCO TEA & INDUSTRIES LIMITED,BSE,KANCOTEA,,KANCO TEA & INDUSTRIES LIMITED investor relations
INE398R01022,Syngene International Limited,"BSE, NSE",SYNGENE,SYNGENE,Syngene International Limited investor relations
INE399C01030,SUPRAJIT ENGINEERING LTD.,"BSE, NSE",SUPRAJIT,SUPRAJIT,SUPRAJIT ENGINEERING LTD. investor relations
INE399G01023,RAMKRISHNA FORGINGS LTD.,"BSE, NSE",RKFORGE,RKFORGE,RAMKRISHNA FORGINGS LTD. investor relations
INE399K01017,RATTANINDIA POWER LTD.,"BSE, NSE",RTNPOWER,RTNPOWER,RATTANINDIA POWER LTD. investor relations
INE399L01023,ADANI TOTAL GAS LIMITED,"BSE, NSE",ATGL,ATGL,ADANI TOTAL GAS LIMITED investor relations
INE400A01014,TUTICORIN ALKALI CHEMICALS AND,BSE,TUTIALKA,,TUTICORIN ALKALI CHEMICALS AND investor relations
INE400B01020,Virgo Global Limited,BSE,VIRGOGLOB,,Virgo Global Limited investor relations
INE400G01011,HARIYANA SHIP BREAKERS LTD.,BSE,HRYNSHP,,HARIYANA SHIP BREAKERS LTD. investor relations
INE400N01017,SHREE GANESH ELASTOPLAST LTD.,BSE,SHGANEL,,SHREE GANESH ELASTOPLAST LTD. investor relations
INE400R01018,Sabrimala Industries India Lim,BSE,SIIL,,Sabrimala Industries India Lim investor relations
INE401B01010,RESPONSE INFORMATICS LTD,BSE,RESPONSINF,,RESPONSE INFORMATICS LTD investor relations
INE401C01018,MID INDIA INDUSTRIES LTD.,BSE,MIDINDIA,,MID INDIA INDUSTRIES LTD. investor relations
INE401H01017,KEWAL KIRAN CLOTHING LTD.,"BSE, NSE",KKCL,KKCL,KEWAL KIRAN CLOTHING LTD. investor relations
INE401Z01019,Fratelli Vineyards Limited,BSE,FRATELLI,,Fratelli Vineyards Limited investor relations
INE402H01015,SHRI BAJRANG ALLIANCE LIMITED,BSE,SHBAJRG,,SHRI BAJRANG ALLIANCE LIMITED investor relations
INE402Y01028,Shreeji Translogistics Limited,BSE,STL,,Shreeji Translogistics Limited investor relations
INE403B01016,GALAXY CLOUD KITCHENS LIMITED,BSE,GCKL,,GALAXY CLOUD KITCHENS LIMITED investor relations
INE403C01014,INTERNATIONAL COMBUSTION (INDI,BSE,INTLCOMBQ,,INTERNATIONAL COMBUSTION (INDI investor relations
INE403F01017,THAKKERS DEVELOPERS LTD.,BSE,THAKDEV,,THAKKERS DEVELOPERS LTD. investor relations
INE403Y01018,Innovana Thinklabs Limited,"BSE, NSE",INNOVANA,INNOVANA,Innovana Thinklabs Limited investor relations
INE404A01024,Aditya Birla Sun Life AMC Limi,"BSE, NSE",ABSLAMC,ABSLAMC,Aditya Birla Sun Life AMC Limi investor relations
INE404B01022,LAST MILE ENTERPRISES LIMITED,BSE,LASTMILE,,LAST MILE ENTERPRISES LIMITED investor relations
INE404F01031,TTI ENTERPRISE LTD,BSE,TTIENT,,TTI ENTERPRISE LTD investor relations
INE404L01039,ESAAR (INDIA) LTD.,BSE,ESARIND,,ESAAR (INDIA) LTD. investor relations
INE405A01021,ULTRAMARINE & PIGMENTS LTD.,BSE,ULTRAMAR,,ULTRAMARINE & PIGMENTS LTD. investor relations
INE405C01035,LINCOLN PHARMACEUTICALS LTD.,"BSE, NSE",LINCOLN,LINCOLN,LINCOLN PHARMACEUTICALS LTD. investor relations
INE405E01023,UNO Minda Limited,"BSE, NSE",UNOMINDA,UNOMINDA,UNO Minda Limited investor relations
INE405H01018,CENTENIAL SURGICAL SUTURE LTD.,BSE,CSURGSU,,CENTENIAL SURGICAL SUTURE LTD. investor relations
INE406A01037,AUROBINDO PHARMA LTD.,"BSE, NSE",AUROPHARMA,AUROPHARMA,AUROBINDO PHARMA LTD. investor relations
INE406F01010,VASUNDHARA RASAYANS LTD,BSE,VRL,,VASUNDHARA RASAYANS LTD investor relations
INE406M01024,Eris Lifesciences Limited,"BSE, NSE",ERIS,ERIS,Eris Lifesciences Limited investor relations
INE406N01014,SVARAJ TRADING & AGENCIES LTD.,BSE,ZSVARAJT,,SVARAJ TRADING & AGENCIES LTD. investor relations
INE407P01017,Indo Cotspin Limited,BSE,ICL,,Indo Cotspin Limited investor relations
INE408F01024,Shantai Industries Limited,BSE,SHANTAI,,Shantai Industries Limited investor relations
INE409B01013,SWELECT ENERGY SYSTEMS LIMITED,"BSE, NSE",SWELECTES,SWELECTES,SWELECT ENERGY SYSTEMS LIMITED investor relations
INE410A01013,SOLITAIRE MACHINE TOOLS LTD.,BSE,SOLIMAC,,SOLITAIRE MACHINE TOOLS LTD. investor relations
INE410B01037,VINATI ORGANICS LTD.,"BSE, NSE",VINATIORGA,VINATIORGA,VINATI ORGANICS LTD. investor relations
INE410D01017,RAMGOPAL POLYTEX LTD.,BSE,RAMGOPOLY,,RAMGOPAL POLYTEX LTD. investor relations
INE410E01015,MUNOTH COMMUNICATION LIMITED,BSE,MCLTD,,MUNOTH COMMUNICATION LIMITED investor relations
INE410G01010,DIVYASHAKTI LIMITED,BSE,DIVSHKT,,DIVYASHAKTI LIMITED investor relations
INE410M01018,SOUTHERN LATEX LTD.,BSE,SOUTLAT,,SOUTHERN LATEX LTD. investor relations
INE410P01011,Narayana Hrudayalaya Limited,"BSE, NSE",NH,NH,Narayana Hrudayalaya Limited investor relations
INE411B01019,VENUS REMEDIES LTD.,"BSE, NSE",VENUSREM,VENUSREM,VENUS REMEDIES LTD. investor relations
INE411D01023,SKM EGG PRODUCTS EXPORT (INDIA,"BSE, NSE",SKMEGGPROD,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA investor relations
INE411F01010,KAMA HOLDINGS LIMITED,BSE,KAMAHOLD,,KAMA HOLDINGS LIMITED investor relations
INE411H01032,R SYSTEMS INTERNATIONAL LTD.,"BSE, NSE",RSYSTEMS,RSYSTEMS,R SYSTEMS INTERNATIONAL LTD. investor relations
INE411U01027,Bajaj Healthcare Limited,"BSE, NSE",BAJAJHCARE,BAJAJHCARE,Bajaj Healthcare Limited investor relations
INE411Y01011,Debock Industries Limited,NSE,,DIL,Debock Industries Limited investor relations
INE412C01023,Jullundur Motor Agency (Delhi) Limited,NSE,,JMA,Jullundur Motor Agency (Delhi) Limited investor relations
INE412D01013,APOLLO FINVEST (INDIA) LTD.,BSE,APOLLOFI,,APOLLO FINVEST (INDIA) LTD. investor relations
INE412E01011,ORGANIC COATINGS LTD.,BSE,ORGCOAT,,ORGANIC COATINGS LTD. investor relations
INE412G01024,BCL INDUSTRIES LIMITED,"BSE, NSE",BCLIND,BCLIND,BCL INDUSTRIES LIMITED investor relations
INE412J01010,Samrat Forgings Limited,BSE,SAMRATFORG,,Samrat Forgings Limited investor relations
INE412U01025,Bigbloc Construction Limited,"BSE, NSE",BIGBLOC,BIGBLOC,Bigbloc Construction Limited investor relations
INE413B01023,RUCHI INFRASTRUCTURE LTD.,"BSE, NSE",RUCHINFRA,RUCHINFRA,RUCHI INFRASTRUCTURE LTD. investor relations
INE413C01013,SHELTER INFRA PROJECTS LTD.,BSE,SIPL,,SHELTER INFRA PROJECTS LTD. investor relations
INE413D01011,ARIHANT FOUNDATIONS & HOUSING,BSE,ARIHANT,,ARIHANT FOUNDATIONS & HOUSING investor relations
INE413F01016,Dhanashree Electronics Limited,BSE,DEL,,Dhanashree Electronics Limited investor relations
INE413G01022,TPL PLASTECH LTD.,"BSE, NSE",TPLPLASTEH,TPLPLASTEH,TPL PLASTECH LTD. investor relations
INE413X01035,7NR Retail Limited,BSE,7NR,,7NR Retail Limited investor relations
INE414A01015,Madras Fertilizer Limited,"BSE, NSE",MADRASFERT,MADRASFERT,Madras Fertilizer Limited investor relations
INE414B01021,Antarctica Limited,NSE,,ANTGRAPHIC,Antarctica Limited investor relations
INE414C01045,GREENCREST FINANCIAL SERVICES,BSE,GREENCREST,,GREENCREST FINANCIAL SERVICES investor relations
INE414D01027,BHAGIRADHA CHEMICALS & INDUSTR,"BSE, NSE",BHAGCHEM,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTR investor relations
INE414G01012,MUTHOOT FINANCE LTD.,"BSE, NSE",MUTHOOTFIN,MUTHOOTFIN,MUTHOOT FINANCE LTD. investor relations
INE414Y01015,Shree Ganesh Remedies Limited,BSE,SGRL,,Shree Ganesh Remedies Limited investor relations
INE415A01038,AGI GREENPAC LIMITED,"BSE, NSE",AGI,AGI,AGI GREENPAC LIMITED investor relations
INE415B01044,MARSONS LIMITED,BSE,MARSONS,,MARSONS LIMITED investor relations
INE415D01024,BHARAT SEATS LTD.,"BSE, NSE",BHARATSE,BHARATSE,BHARAT SEATS LTD. investor relations
INE415G01027,Rail Vikas Nigam Limited,"BSE, NSE",RVNL,RVNL,Rail Vikas Nigam Limited investor relations
INE415H01017,BERYL DRUGS LTD.,BSE,BERLDRG,,BERYL DRUGS LTD. investor relations
INE415I01015,KIRI INDUSTRIES LTD.,"BSE, NSE",KIRIINDUS,KIRIINDUS,KIRI INDUSTRIES LTD. investor relations
INE416A01044,SRI ADHIKARI BROTHERS TELEVISI,"BSE, NSE",SABTNL,AQYLON,SRI ADHIKARI BROTHERS TELEVISI investor relations
INE416D01022,BLISS GVS PHARMA LTD.,"BSE, NSE",BLISSGVS,BLISSGVS,BLISS GVS PHARMA LTD. investor relations
INE416N01013,NILACHAL REFRACTORIES LTD.,BSE,NILACHAL,,NILACHAL REFRACTORIES LTD. investor relations
INE417B01040,DYNACONS SYSTEMS & SOLUTIONS L,"BSE, NSE",DSSL,DSSL,DYNACONS SYSTEMS & SOLUTIONS L investor relations
INE417C01014,Pilani Investment And Industri,"BSE, NSE",PILANIINVS,PILANIINVS,Pilani Investment And Industri investor relations
INE417D01020,FEDDERS HOLDING LIMITED,BSE,FEDDERSHOL,,FEDDERS HOLDING LIMITED investor relations
INE417E01010,PEE CEE COSMA SOPE LTD.,BSE,PCCOSMA,,PEE CEE COSMA SOPE LTD. investor relations
INE417N01011,CHAMBAL BREWERIES & DISTILLERI,BSE,CHMBBRW,,CHAMBAL BREWERIES & DISTILLERI investor relations
INE417T01026,PB Fintech Limited,"BSE, NSE",POLICYBZR,POLICYBZR,PB Fintech Limited investor relations
INE418B01048,VAARAD VENTURES LTD,BSE,VAARAD,,VAARAD VENTURES LTD investor relations
INE418C01012,QUEST CAPITAL MARKETS LIMITED,BSE,QUESTCAP,,QUEST CAPITAL MARKETS LIMITED investor relations
INE418D01010,CEENIK EXPORTS (INDIA) LTD.,BSE,CEENIK,,CEENIK EXPORTS (INDIA) LTD. investor relations
INE418E01018,PERMANENT MAGNETS LTD.,BSE,PERMAGN,,PERMANENT MAGNETS LTD. investor relations
INE418H01029,ALLCARGO LOGISTICS LTD.,"BSE, NSE",ALLCARGO,ALLCARGO,ALLCARGO LOGISTICS LTD. investor relations
INE418L01047,Nazara Technologies Limited,"BSE, NSE",NAZARA,NAZARA,Nazara Technologies Limited investor relations
INE418N01035,Integra Essentia Limited,"BSE, NSE",ESSENTIA,ESSENTIA,Integra Essentia Limited investor relations
INE419A01022,Kothari Sugars And Chemicals Limited,NSE,,KOTARISUG,Kothari Sugars And Chemicals Limited investor relations
INE419D01026,CHAMAN LAL SETIA EXPORTS LTD.,"BSE, NSE",CLSEL,CLSEL,CHAMAN LAL SETIA EXPORTS LTD. investor relations
INE419E01024,PRIME URBAN DEVELOPMENT INDIA,BSE,PRIMEURB,,PRIME URBAN DEVELOPMENT INDIA investor relations
INE419H01019,RELIABLE VENTURES INDIA LTD.,BSE,RELIABVEN,,RELIABLE VENTURES INDIA LTD. investor relations
INE419M01027,T D POWER SYSTEMS LTD.,"BSE, NSE",TDPOWERSYS,TDPOWERSYS,T D POWER SYSTEMS LTD. investor relations
INE419U01012,Happiest Minds Technologies Li,"BSE, NSE",HAPPSTMNDS,HAPPSTMNDS,Happiest Minds Technologies Li investor relations
INE420B01036,ARIHANT CAPITAL MARKETS LTD.,"BSE, NSE",ARIHANTCAP,ARIHANTCAP,ARIHANT CAPITAL MARKETS LTD. investor relations
INE420C01059,PAISALO DIGITAL LIMITED,"BSE, NSE",PAISALO,PAISALO,PAISALO DIGITAL LIMITED investor relations
INE421A01028,ABAN OFFSHORE LTD.,"BSE, NSE",ABAN,ABAN,ABAN OFFSHORE LTD. investor relations
INE421C01016,TVS SRICHAKRA LTD.,"BSE, NSE",TVSSRICHAK,TVSSRICHAK,TVS SRICHAKRA LTD. investor relations
INE421D01022,CCL PRODUCTS (INDIA) LTD.,"BSE, NSE",CCL,CCL,CCL PRODUCTS (INDIA) LTD. investor relations
INE422D01012,DALAL STREET INVESTMENTS LTD.,BSE,DSINVEST,,DALAL STREET INVESTMENTS LTD. investor relations
INE422G01015,HEMO ORGANIC LIMITED,BSE,HEMORGANIC,,HEMO ORGANIC LIMITED investor relations
INE423A01024,ADANI ENTERPRISES LTD.,"BSE, NSE",ADANIENT,ADANIENT,ADANI ENTERPRISES LTD. investor relations
INE423D01010,ECOPLAST LTD.,BSE,ECOPLAST,,ECOPLAST LTD. investor relations
INE423Y01016,SBFC Finance Limited,"BSE, NSE",SBFC,SBFC,SBFC Finance Limited investor relations
INE424C01010,GINNI FILAMENTS LTD.,"BSE, NSE",GINNIFILA,GINNIFILA,GINNI FILAMENTS LTD. investor relations
INE424H01027,SUN TV NETWORK LTD.,"BSE, NSE",SUNTV,SUNTV,SUN TV NETWORK LTD. investor relations
INE424Z01011,Milestone Furniture Limited,BSE,MILEFUR,,Milestone Furniture Limited investor relations
INE425B01027,BRIGHTCOM GROUP LIMITED,"BSE, NSE",BCG,BCG,BRIGHTCOM GROUP LIMITED investor relations
INE425C01017,SRU Steels Limited,BSE,SRUSTEELS,,SRU Steels Limited investor relations
INE425E01013,RAMA PAPER MILLS LTD.,BSE,RAMAPPR-B,,RAMA PAPER MILLS LTD. investor relations
INE425F01028,BEFOUND MOVEMENT LIMITED,BSE,BEFOUNDMOL,,BEFOUND MOVEMENT LIMITED investor relations
INE425Y01011,RPSG VENTURES LIMITED,"BSE, NSE",RPSGVENT,RPSGVENT,RPSG VENTURES LIMITED investor relations
INE426A01027,ALEMBIC LTD.,"BSE, NSE",ALEMBICLTD,ALEMBICLTD,ALEMBIC LTD. investor relations
INE426D01013,GOA CARBON LTD.,"BSE, NSE",GOACARBON,GOACARBON,GOA CARBON LTD. investor relations
INE426H01014,PRERNA INFRABUILD LTD.,BSE,PRERINFRA,,PRERNA INFRABUILD LTD. investor relations
