ISIN,Name,Listed_In,BSE_Symbol,NSE_Symbol,search query
INE148I01020,Sammaan Capital Limited,"BSE, NSE",SAMMAANCAP,SAMMAANCAP,Sammaan Capital Limited investor relations
INE148O01028,Delhivery Limited,"BSE, NSE",DELHIVERY,DELHIVERY,Delhivery Limited investor relations
INE149A01033,CHOLAMANDALAM FINANCIAL HOLDIN,"BSE, NSE",CHOLAHLDNG,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN investor relations
INE149K01016,SANDUR MANGANESE & IRON ORES L,"BSE, NSE",SANDUMA,SANDUMA,SANDUR MANGANESE & IRON ORES L investor relations
INE149O01018,NIBE LIMITED,"BSE, NSE",NIBE,NIBE,NIBE LIMITED investor relations
INE149Q01021,Kalyan Capitals Limited,BSE,KALYANCAP,,Kalyan Capitals Limited investor relations
INE14LE01019,Aditya Birla Lifestyle Brands,"BSE, NSE",ABLBL,ABLBL,Aditya Birla Lifestyle Brands investor relations
INE14LM01012,Pajson Agro India Limited,BSE,PAJSON,,Pajson Agro India Limited investor relations
INE14OX01013,TAKYON NETWORKS LIMITED,BSE,TAKYON,,TAKYON NETWORKS LIMITED investor relations
INE14QA01016,AMEENJI RUBBER LIMITED,BSE,AMEENJI,,AMEENJI RUBBER LIMITED investor relations
INE14UN01029,VIDYA WIRES LIMITED,"BSE, NSE",VIDYAWIRES,VIDYAWIRES,VIDYA WIRES LIMITED investor relations
INE14VP01014,JD CABLES LIMITED,BSE,JDCABLES,,JD CABLES LIMITED investor relations
INE150B01039,ALKYL AMINES CHEMICALS LTD.,"BSE, NSE",ALKYLAMINE,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD. investor relations
INE150C01011,TITAN BIOTECH LTD.,BSE,TITANBIO,,TITAN BIOTECH LTD. investor relations
INE150D01027,MAURIA UDYOG LIMITED,BSE,MUL,,MAURIA UDYOG LIMITED investor relations
INE150G01020,LUX Industries Limited,"BSE, NSE",LUXIND,LUXIND,LUX Industries Limited investor relations
INE150R01019,Swagatam Trading & Services Li,BSE,SWAGTAM,,Swagatam Trading & Services Li investor relations
INE151A01013,TATA COMMUNICATIONS LTD.,"BSE, NSE",TATACOMM,TATACOMM,TATA COMMUNICATIONS LTD. investor relations
INE151B01011,B2B SOFTWARE TECHNOLOGIES LTD.,BSE,B2BSOFT,,B2B SOFTWARE TECHNOLOGIES LTD. investor relations
INE151G01028,SHAILY ENGINEERING PLASTICS LT,"BSE, NSE",SHAILY,SHAILY,SHAILY ENGINEERING PLASTICS LT investor relations
INE151H01018,MILESTONE GLOBAL LTD.,BSE,MILESTONE,,MILESTONE GLOBAL LTD. investor relations
INE152A01029,THERMAX LTD.,"BSE, NSE",THERMAX,THERMAX,THERMAX LTD. investor relations
INE152C01025,U. Y. FINCORP LIMITED,"BSE, NSE",UYFINCORP,UYFINCORP,U. Y. FINCORP LIMITED investor relations
INE152E01013,ELEGANT FLORICULTURE & AGROTEC,BSE,ELEFLOR,,ELEGANT FLORICULTURE & AGROTEC investor relations
INE152M01016,TRIVENI TURBINE LTD.,"BSE, NSE",TRITURBINE,TRITURBINE,TRIVENI TURBINE LTD. investor relations
INE153A01019,MAHANAGAR TELEPHONE NIGAM LTD.,"BSE, NSE",MTNL,MTNL,MAHANAGAR TELEPHONE NIGAM LTD. investor relations
INE153C01015,VINTAGE SECURITIES LTD.,BSE,VINTAGES,,VINTAGE SECURITIES LTD. investor relations
INE153K01018,MOONGIPA CAPITAL FINANCE LTD.,BSE,MONGIPA,,MOONGIPA CAPITAL FINANCE LTD. investor relations
INE153T01027,BLS International Services Ltd,"BSE, NSE",BLS,BLS,BLS International Services Ltd investor relations
INE154A01025,ITC LTD.,"BSE, NSE",ITC,ITC,ITC LTD. investor relations
INE154B01023,MOHITE INDUSTRIES LIMITED,BSE,MOHITE,,MOHITE INDUSTRIES LIMITED investor relations
INE154G01022,VENMAX DRUGS AND PHARMACEUTICA,BSE,VENMAX,,VENMAX DRUGS AND PHARMACEUTICA investor relations
INE154M01012,RAPID INVESTMENTS LTD.,BSE,RAPIDIN,,RAPID INVESTMENTS LTD. investor relations
INE155A01022,TATA MOTORS PASSENGER VEHICLES,"BSE, NSE",TMPV,TMPV,TATA MOTORS PASSENGER VEHICLES investor relations
INE155C01010,ALBERT DAVID LTD.,"BSE, NSE",ALBERTDAVD,ALBERTDAVD,ALBERT DAVID LTD. investor relations
INE155E01016,INVESTMENT & PRECISION CASTING,BSE,INVPRECQ,,INVESTMENT & PRECISION CASTING investor relations
INE155G01029,NEW DELHI TELEVISION LTD.,"BSE, NSE",NDTV,NDTV,NEW DELHI TELEVISION LTD. investor relations
INE155Z01011,Macpower CNC Machines Limited,NSE,,MACPOWER,Macpower CNC Machines Limited investor relations
INE156A01020,INDO RAMA SYNTHETICS (INDIA) L,"BSE, NSE",INDORAMA,INDORAMA,INDO RAMA SYNTHETICS (INDIA) L investor relations
INE156C01018,PIONEER EMBROIDERIES LTD.,"BSE, NSE",PIONEEREMB,PIONEEREMB,PIONEER EMBROIDERIES LTD. investor relations
INE156E01014,JAIHIND SYNTHETICS LTD.,BSE,JAIHINDS,,JAIHIND SYNTHETICS LTD. investor relations
INE156M01017,YURANUS INFRASTRUCTURE LTD,BSE,YURANUS,,YURANUS INFRASTRUCTURE LTD investor relations
INE157H01023,K.M.SUGAR MILLS LTD.,"BSE, NSE",KMSUGAR,KMSUGAR,K.M.SUGAR MILLS LTD. investor relations
INE158A01026,HERO MOTOCORP LTD.,"BSE, NSE",HEROMOTOCO,HEROMOTOCO,HERO MOTOCORP LTD. investor relations
INE158B01016,EIMCO ELECON (INDIA) LTD.,"BSE, NSE",EIMCOELECO,EIMCOELECO,EIMCO ELECON (INDIA) LTD. investor relations
INE158F01017,EL FORGE LTD.,BSE,ELFORGE,,EL FORGE LTD. investor relations
INE158G01015,REMI EDELSTAHL TUBULARS LIMITE,BSE,REMIEDEL,,REMI EDELSTAHL TUBULARS LIMITE investor relations
INE159A01016,GLAXOSMITHKLINE PHARMACEUTICAL,"BSE, NSE",GLAXO,GLAXO,GLAXOSMITHKLINE PHARMACEUTICAL investor relations
INE159E01026,MM RUBBER COMPANY LTD.,BSE,MMRUBBR-B,,MM RUBBER COMPANY LTD. investor relations
INE159L01013,S V GLOBAL MILL LTD.,BSE,SVGLOBAL,,S V GLOBAL MILL LTD. investor relations
INE159N01027,VIJI FINANCE LTD,"BSE, NSE",VIJIFIN,VIJIFIN,VIJI FINANCE LTD investor relations
INE159O01033,Mystic Electronics Limited,BSE,MYSTICELE,,Mystic Electronics Limited investor relations
INE15B701018,Pine Labs Limited,"BSE, NSE",PINELABS,PINELABS,Pine Labs Limited investor relations
INE15MX01014,ABRIL PAPER TECH LIMITED,BSE,ABRIL,,ABRIL PAPER TECH LIMITED investor relations
INE15WN01014,REPONO LIMITED,BSE,REPONO,,REPONO LIMITED investor relations
INE15XJ01010,Aptus Pharma Limited,BSE,APPL,,Aptus Pharma Limited investor relations
INE160A01022,PUNJAB NATIONAL BANK,"BSE, NSE",PNB,PNB,PUNJAB NATIONAL BANK investor relations
INE160F01013,PH CAPITAL LTD.,BSE,PHCAP,,PH CAPITAL LTD. investor relations
INE160H01019,PBA INFRASTRUCTURE LTD.,BSE,PBAINFRA,,PBA INFRASTRUCTURE LTD. investor relations
INE160O01031,Mukta Agriculture Limited,BSE,MUKTA,,Mukta Agriculture Limited investor relations
INE161701011,PATEL CHEM SPECIALITIES LIMITE,BSE,PATELCHEM,,PATEL CHEM SPECIALITIES LIMITE investor relations
INE161A01038,NIIT LTD.,"BSE, NSE",NIITLTD,NIITLTD,NIIT LTD. investor relations
INE161E01014,METAL COATINGS (INDIA) LTD.,BSE,METALCO,,METAL COATINGS (INDIA) LTD. investor relations
INE161F01011,ANIRIT VENTURES LIMITED,BSE,ANIRIT,,ANIRIT VENTURES LIMITED investor relations
INE161G01027,Morarjee Textiles Limited,NSE,,MORARJEE,Morarjee Textiles Limited investor relations
INE161L01027,VIKAS LIFECARE LIMITED,"BSE, NSE",VIKASLIFE,VIKASLIFE,VIKAS LIFECARE LIMITED investor relations
INE162901016,META INFOTECH LIMITED,BSE,METAINFO,,META INFOTECH LIMITED investor relations
INE162A01010,GUJARAT INDUSTRIES POWER CO.LT,"BSE, NSE",GIPCL,GIPCL,GUJARAT INDUSTRIES POWER CO.LT investor relations
INE162B01018,LUMAX INDUSTRIES LTD.,"BSE, NSE",LUMAXIND,LUMAXIND,LUMAX INDUSTRIES LTD. investor relations
INE162C01024,PARAS PETROFILS LTD.,"BSE, NSE",PARASPETRO,PARASPETRO,PARAS PETROFILS LTD. investor relations
INE162L01017,Ganon Products Limited,BSE,GANONPRO,,Ganon Products Limited investor relations
INE163401016,KANISHK ALUMINIUM INDIA LIMITE,BSE,KANISHK,,KANISHK ALUMINIUM INDIA LIMITE investor relations
INE163701019,KVS Castings Limited,BSE,KVSCASTING,,KVS Castings Limited investor relations
INE163A01018,NOCIL LTD.,"BSE, NSE",NOCIL,NOCIL,NOCIL LTD. investor relations
INE164A01016,BALMER LAWRIE & CO.LTD.,"BSE, NSE",BALMLAWRIE,BALMLAWRIE,BALMER LAWRIE & CO.LTD. investor relations
INE164B01030,KELLTON TECH SOLUTIONS LTD.,"BSE, NSE",KELLTONTEC,KELLTONTEC,KELLTON TECH SOLUTIONS LTD. investor relations
INE164D01010,IKOMA TECHNOLOGIES LIMITED,BSE,IKOMA,,IKOMA TECHNOLOGIES LIMITED investor relations
INE165B01029,R.S.SOFTWARE INDIA LTD.,"BSE, NSE",RSSOFTWARE,RSSOFTWARE,R.S.SOFTWARE INDIA LTD. investor relations
INE165F01020,GEM SPINNERS INDIA LTD.,BSE,GEMSPIN,,GEM SPINNERS INDIA LTD. investor relations
INE165G01010,Assam Entrade Limited,BSE,ASSAMENT,,Assam Entrade Limited investor relations
INE166R01015,NATIONAL STANDARD (INDIA) LTD.,BSE,NATIONSTD,,NATIONAL STANDARD (INDIA) LTD. investor relations
INE167B01025,ACI INFOCOM LTD.,BSE,ACIIN,,ACI INFOCOM LTD. investor relations
INE167H01014,SIMPLEX REALTY LTD.,BSE,SIMPLXREA,,SIMPLEX REALTY LTD. investor relations
INE168A01041,JAMMU & KASHMIR BANK LTD.,"BSE, NSE",J&KBANK,J&KBANK,JAMMU & KASHMIR BANK LTD. investor relations
INE168C01013,Hilltone Software and Gases Lt,BSE,HILLTONE,,Hilltone Software and Gases Lt investor relations
INE168O01026,GCM SECURITIES LTD,BSE,GCMSECU,,GCM SECURITIES LTD investor relations
INE168P01015,Emcure Pharmaceuticals Limited,"BSE, NSE",EMCURE,EMCURE,Emcure Pharmaceuticals Limited investor relations
INE169A01031,COROMANDEL INTERNATIONAL LTD.,"BSE, NSE",COROMANDEL,COROMANDEL,COROMANDEL INTERNATIONAL LTD. investor relations
INE169F01014,NMS GLOBAL LIMITED,BSE,NMSGLOBAL,,NMS GLOBAL LIMITED investor relations
INE16IQ01014,Super Iron Foundry Limited,BSE,SUPERIRON,,Super Iron Foundry Limited investor relations
INE16NZ01023,Orkla India Limited,"BSE, NSE",ORKLAINDIA,ORKLAINDIA,Orkla India Limited investor relations
INE16QA01011,STANBIK AGRO LIMITED,BSE,STANBIK,,STANBIK AGRO LIMITED investor relations
INE16SF01016,BORANA WEAVES LIMITED,"BSE, NSE",BORANA,BORANA,BORANA WEAVES LIMITED investor relations
INE16XA01017,Infinity Infoway Limited,BSE,INFINITY,,Infinity Infoway Limited investor relations
INE170D01025,APM INDUSTRIES LTD.,BSE,APMIN,,APM INDUSTRIES LTD. investor relations
INE170E01023,SATIA INDUSTRIES LIMITED,"BSE, NSE",SATIA,SATIA,SATIA INDUSTRIES LIMITED investor relations
INE170I01016,HINDUJA GLOBAL SOLUTIONS LTD.,"BSE, NSE",HGS,HGS,HINDUJA GLOBAL SOLUTIONS LTD. investor relations
INE170U01011,SURAJ INDUSTRIES LTD.,BSE,SURJIND,,SURAJ INDUSTRIES LTD. investor relations
INE170V01027,Salasar Techno Engineering Lim,"BSE, NSE",SALASAR,SALASAR,Salasar Techno Engineering Lim investor relations
INE171A01029,FEDERAL BANK LTD.,"BSE, NSE",FEDERALBNK,FEDERALBNK,FEDERAL BANK LTD. investor relations
INE171Z01026,Bharat Dynamics Limited,"BSE, NSE",BDL,BDL,Bharat Dynamics Limited investor relations
INE172A01027,CASTROL INDIA LTD.,"BSE, NSE",CASTROLIND,CASTROLIND,CASTROL INDIA LTD. investor relations
INE172B01017,IEC EDUCATION LTD.,BSE,IECEDU,,IEC EDUCATION LTD. investor relations
INE172D01021,CAPITAL TRADE LINKS LTD,BSE,CTL,,CAPITAL TRADE LINKS LTD investor relations
INE172E01011,Smruthi Organics Limited,BSE,SMRUTHIORG,,Smruthi Organics Limited investor relations
INE172N01012,IMAGICAAWORLD ENTERTAINMENT LI,"BSE, NSE",IMAGICAA,IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LI investor relations
INE173A01025,STANDARD INDUSTRIES LTD.,"BSE, NSE",SIL,SIL,STANDARD INDUSTRIES LTD. investor relations
INE173E01019,TEJASSVI AAHARAM LIMITED,BSE,TEJASSVI,,TEJASSVI AAHARAM LIMITED investor relations
INE173J01018,SRM ENERGY LTD.,BSE,SRMENERGY,,SRM ENERGY LTD. investor relations
INE173U01015,Umiya Tubes Limited,BSE,UMIYA,,Umiya Tubes Limited investor relations
INE173V01013,Gujarat Winding Systems Limite,BSE,GUJWIND,,Gujarat Winding Systems Limite investor relations
INE175A01038,JAIN IRRIGATION SYSTEMS LTD.,"BSE, NSE",JISLJALEQS,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD. investor relations
INE175C01018,SPENTA INTERNATIONAL LTD.,BSE,SPENTA,,SPENTA INTERNATIONAL LTD. investor relations
INE175N01023,Aerpace Industries Limited,BSE,AERPACE,,Aerpace Industries Limited investor relations
INE176A01028,BATA INDIA LTD.,"BSE, NSE",BATAINDIA,BATAINDIA,BATA INDIA LTD. investor relations
INE176B01034,HAVELLS INDIA LTD.,"BSE, NSE",HAVELLS,HAVELLS,HAVELLS INDIA LTD. investor relations
INE176J01011,SICAGEN INDIA LTD.,BSE,SICAGEN,,SICAGEN INDIA LTD. investor relations
INE176L01017,Crane Infrastructure Limited,BSE,CRANEINFRA,,Crane Infrastructure Limited investor relations
INE176N01039,CASPIAN CORPORATE SERVICES LIM,BSE,CASPIAN,,CASPIAN CORPORATE SERVICES LIM investor relations
INE176O01011,ESPIRE HOSPITALITY LIMITED,BSE,ESPIRE,,ESPIRE HOSPITALITY LIMITED investor relations
INE176R01014,Rajkot Investment Trust Limite,BSE,RAJKOTINV,,Rajkot Investment Trust Limite investor relations
INE177A01018,INGERSOLL-RAND (INDIA) LTD.,"BSE, NSE",INGERRAND,INGERRAND,INGERSOLL-RAND (INDIA) LTD. investor relations
INE177C01022,BATLIBOI LTD.,BSE,BATLIBOI,,BATLIBOI LTD. investor relations
INE177F01017,KOVAI MEDICAL CENTER & HOSPITA,BSE,KOVAI,,KOVAI MEDICAL CENTER & HOSPITA investor relations
INE177H01039,GODAWARI POWER & ISPAT LTD.,"BSE, NSE",GPIL,GPIL,GODAWARI POWER & ISPAT LTD. investor relations
INE178A01016,CHENNAI PETROLEUM CORPORATION,"BSE, NSE",CHENNPETRO,CHENNPETRO,CHENNAI PETROLEUM CORPORATION investor relations
INE178C01020,Smartlink Holdings Limited,"BSE, NSE",SMARTLINK,SMARTLINK,Smartlink Holdings Limited investor relations
INE178E01026,SKYLINE MILLARS LTD.,BSE,SKYLMILAR,,SKYLINE MILLARS LTD. investor relations
INE178T01024,Advik Capital Limited,BSE,ADVIKCA,,Advik Capital Limited investor relations
INE179A01014,PROCTER & GAMBLE HYGIENE & HEA,"BSE, NSE",PGHH,PGHH,PROCTER & GAMBLE HYGIENE & HEA investor relations
INE179G01029,Davangere Sugar Company Limite,"BSE, NSE",DAVANGERE,DAVANGERE,Davangere Sugar Company Limite investor relations
INE179O01031,SPRIGHT AGRO LIMITED,BSE,SPRIGHT,,SPRIGHT AGRO LIMITED investor relations
INE180A01020,Max Financial Services Limited,"BSE, NSE",MFSL,MFSL,Max Financial Services Limited investor relations
INE180C01042,CAPRI GLOBAL CAPITAL LIMITED,"BSE, NSE",CGCL,CGCL,CAPRI GLOBAL CAPITAL LIMITED investor relations
INE180M01033,Longspur International Venture,BSE,LONGSPUR,,Longspur International Venture investor relations
INE181D01014,PANTHER INDUSTRIAL PRODUCTS LT,BSE,PANIDPR,,PANTHER INDUSTRIAL PRODUCTS LT investor relations
INE181U01018,Classic Filaments Limited,BSE,CFL,,Classic Filaments Limited investor relations
INE182A01018,PFIZER LTD.,"BSE, NSE",PFIZER,PFIZER,PFIZER LTD. investor relations
INE182D01020,MARATHON NEXTGEN REALTY LTD.,"BSE, NSE",MARATHON,MARATHON,MARATHON NEXTGEN REALTY LTD. investor relations
INE183A01024,FINOLEX INDUSTRIES LTD.,"BSE, NSE",FINPIPE,FINPIPE,FINOLEX INDUSTRIES LTD. investor relations
INE183D01010,CYBELE INDUSTRIES LTD.,BSE,CYBELEIND,,CYBELE INDUSTRIES LTD. investor relations
INE183Q01020,Continental Securities Limited,BSE,CSL,,Continental Securities Limited investor relations
INE183R01010,Decorous Investment and Tradin,BSE,DITCO,,Decorous Investment and Tradin investor relations
INE183U01022,PULSAR INTERNATIONAL LTD.,BSE,PULSRIN,,PULSAR INTERNATIONAL LTD. investor relations
INE184B01012,Sagarsoft (India) Limited,BSE,SAGARSOFT,,Sagarsoft (India) Limited investor relations
INE184D01026,RAJASTHAN SECURITIES LIMITED,BSE,RAJSEC,,RAJASTHAN SECURITIES LIMITED investor relations
INE184E01024,UTL INDUSTRIES LIMITED,BSE,UTLINDS,,UTL INDUSTRIES LIMITED investor relations
INE184H01027,EVEREST KANTO CYLINDER LTD.,"BSE, NSE",EKC,EKC,EVEREST KANTO CYLINDER LTD. investor relations
INE184O01015,Diffusion Engineers Limited,"BSE, NSE",DIFFNKG,DIFFNKG,Diffusion Engineers Limited investor relations
INE184Q01010,Fraser And Company Limited,BSE,FRASER,,Fraser And Company Limited investor relations
INE184S01024,Alstone Textiles (India) Ltd,BSE,ALSTONE,,Alstone Textiles (India) Ltd investor relations
INE185C01017,Shree Ajit Pulp And Paper Ltd.,BSE,SAPPL,,Shree Ajit Pulp And Paper Ltd. investor relations
INE185D01015,LEXORAA INDUSTRIES LIMITED,BSE,LEXORAA,,LEXORAA INDUSTRIES LIMITED investor relations
INE185E01021,FILATEX FASHIONS LTD.,"BSE, NSE",FILATFASH,FILATFASH,FILATEX FASHIONS LTD. investor relations
INE185H01016,CELEBRITY FASHIONS LTD.,"BSE, NSE",CELEBRITY,CELEBRITY,CELEBRITY FASHIONS LTD. investor relations
INE185K01036,ARNOLD HOLDINGS LTD,BSE,ARNOLD,,ARNOLD HOLDINGS LTD investor relations
INE185U01035,KCD INDUSTRIES INDIA LIMITED,BSE,KCDGROUP,,KCD INDUSTRIES INDIA LIMITED investor relations
INE186A01019,GUJARAT ALKALIES & CHEMICALS L,"BSE, NSE",GUJALKALI,GUJALKALI,GUJARAT ALKALIES & CHEMICALS L investor relations
INE186C01023,MEFCOM CAPITAL MARKETS LTD.,BSE,MEFCOMCAP,,MEFCOM CAPITAL MARKETS LTD. investor relations
INE186H01022,BANNARI AMMAN SPINNING MILLS L,"BSE, NSE",BASML,BASML,BANNARI AMMAN SPINNING MILLS L investor relations
INE186R01013,OSIAJEE TEXFAB LIMITED,BSE,OSIAJEE,,OSIAJEE TEXFAB LIMITED investor relations
INE187D01029,TALBROS AUTOMOTIVE COMPONENTS,"BSE, NSE",TALBROAUTO,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS investor relations
INE187R01029,Consecutive Commodities Limite,BSE,CCDL,,Consecutive Commodities Limite investor relations
INE188A01015,FERTILIZERS & CHEMICALS TRAVAN,"BSE, NSE",FACT,FACT,FERTILIZERS & CHEMICALS TRAVAN investor relations
INE188B01013,IGARASHI MOTORS INDIA LTD.,"BSE, NSE",IGARASHI,IGARASHI,IGARASHI MOTORS INDIA LTD. investor relations
INE188E01017,WILLIAMSON FINANCIAL SERVICES,BSE,WILLIMFI,,WILLIAMSON FINANCIAL SERVICES investor relations
INE188Y01031,Vertoz Limited,NSE,,VERTOZ,Vertoz Limited investor relations
INE189B01011,Styrenix Performance Materials,"BSE, NSE",STYRENIX,STYRENIX,Styrenix Performance Materials investor relations
INE189I01024,NELCAST LTD.,"BSE, NSE",NELCAST,NELCAST,NELCAST LTD. investor relations
INE18JU01028,GNG Electronics Limited,"BSE, NSE",EBGNG,EBGNG,GNG Electronics Limited investor relations
INE18PB01017,BHAVIK ENTERPRISES LIMITED,BSE,BHAVIK,,BHAVIK ENTERPRISES LIMITED investor relations
INE190D01015,ARIHANTS SECURITIES LTD.,BSE,ARISE,,ARIHANTS SECURITIES LTD. investor relations
INE190F01028,THAKRAL SERVICES (INDIA) LTD.,BSE,THAKRAL,,THAKRAL SERVICES (INDIA) LTD. investor relations
INE190H01024,SAKUMA EXPORTS LTD.,"BSE, NSE",SAKUMA,SAKUMA,SAKUMA EXPORTS LTD. investor relations
INE191201016,LGT Business Connextions Limit,BSE,LGT,,LGT Business Connextions Limit investor relations
INE191A01027,Orchid Pharma Limited,"BSE, NSE",ORCHPHARMA,ORCHPHARMA,Orchid Pharma Limited investor relations
INE191B01025,WELSPUN CORP LIMITED,"BSE, NSE",WELCORP,WELCORP,WELSPUN CORP LIMITED investor relations
INE191C01023,East India Drums and Barrels M,BSE,EASTINDIA,,East India Drums and Barrels M investor relations
INE191H01014,PVR INOX LIMITED,"BSE, NSE",PVRINOX,PVRINOX,PVR INOX LIMITED investor relations
INE191I01012,HOUSING DEVELOPMENT & INFRASTR,BSE,HDIL,,HOUSING DEVELOPMENT & INFRASTR investor relations
INE191N01012,Alexander Stamps And Coin Limi,BSE,ALEXANDER,,Alexander Stamps And Coin Limi investor relations
INE191O01010,LAKHOTIA POLYESTERS (INDIA) LT,BSE,LAKHOTIA,,LAKHOTIA POLYESTERS (INDIA) LT investor relations
INE192A01025,TATA CONSUMER PRODUCTS LIMITED,"BSE, NSE",TATACONSUM,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED investor relations
INE192B01031,WELSPUN LIVING LIMITED,"BSE, NSE",WELSPUNLIV,WELSPUNLIV,WELSPUN LIVING LIMITED investor relations
INE192H01020,GRM OVERSEAS LTD.,"BSE, NSE",GRMOVER,GRMOVER,GRM OVERSEAS LTD. investor relations
INE192R01011,Avenue Supermarts Limited,"BSE, NSE",DMART,DMART,Avenue Supermarts Limited investor relations
INE193B01039,AYM Syntex Limited,"BSE, NSE",AYMSYNTEX,AYMSYNTEX,AYM Syntex Limited investor relations
INE193D01019,DISHA RESOURCES LIMITED,BSE,DRL,,DISHA RESOURCES LIMITED investor relations
INE193E01025,BAJAJ ELECTRICALS LTD.,"BSE, NSE",BAJAJELEC,BAJAJELEC,BAJAJ ELECTRICALS LTD. investor relations
INE193R01019,SHESHADRI INDUSTRIES LIMITED,BSE,SHESHAINDS,,SHESHADRI INDUSTRIES LIMITED investor relations
INE194E01015,GARG FURNACE LTD.,BSE,GARGFUR,,GARG FURNACE LTD. investor relations
INE194N01016,GENESIS IBRC INDIA LIMITED,BSE,GENESIS,,GENESIS IBRC INDIA LIMITED investor relations
INE194R01017,Fredun Pharmaceuticals Limited,BSE,FREDUN,,Fredun Pharmaceuticals Limited investor relations
INE195A01028,SUPREME INDUSTRIES LTD.,"BSE, NSE",SUPREMEIND,SUPREMEIND,SUPREME INDUSTRIES LTD. investor relations
INE195E01020,DHANSAFAL FINSERVE LIMITED,BSE,DHANSAFAL,,DHANSAFAL FINSERVE LIMITED investor relations
INE195F01027,SELLWIN TRADERS LIMITED,BSE,SELLWIN,,SELLWIN TRADERS LIMITED investor relations
INE195I01013,ABIRAMI FINANCIAL SERVICES (IN,BSE,ABIRAFN,,ABIRAMI FINANCIAL SERVICES (IN investor relations
INE195J01029,PNC Infratech Limited,"BSE, NSE",PNCINFRA,PNCINFRA,PNC Infratech Limited investor relations
INE195N01013,PROZONE REALTY LIMITED,"BSE, NSE",PROZONER,PROZONER,PROZONE REALTY LIMITED investor relations
INE196A01026,MARICO LTD.,"BSE, NSE",MARICO,MARICO,MARICO LTD. investor relations
INE196Y01018,Worth Peripherals Limited,"BSE, NSE",WORTHPERI,WORTHPERI,Worth Peripherals Limited investor relations
INE197A01024,JYOTI STRUCTURES LTD.,"BSE, NSE",JYOTISTRUC,JYOTISTRUC,JYOTI STRUCTURES LTD. investor relations
INE197C01012,AXEL POLYMERS LTD.,BSE,AXELPOLY,,AXEL POLYMERS LTD. investor relations
INE197D01010,JINDAL POLY FILMS LTD.,"BSE, NSE",JINDALPOLY,JINDALPOLY,JINDAL POLY FILMS LTD. investor relations
INE197J01017,LANDMARK PROPERTY DEVELOPMENT,"BSE, NSE",LPDC,LPDC,LANDMARK PROPERTY DEVELOPMENT investor relations
INE198501012,EURO PRATIK SALES LIMITED,"BSE, NSE",EUROPRATIK,EUROPRATIK,EURO PRATIK SALES LIMITED investor relations
INE198C01010,CAMEX LTD.,BSE,CAMEXLTD,,CAMEX LTD. investor relations
INE198H01019,AAREY DRUGS & PHARMACEUTICALS,"BSE, NSE",AAREYDRUGS,AAREYDRUGS,AAREY DRUGS & PHARMACEUTICALS investor relations
INE198N01017,CDG PETCHEM LIMITED,BSE,CDG,,CDG PETCHEM LIMITED investor relations
INE199A01012,PROCTER & GAMBLE HEALTH LIMITE,"BSE, NSE",PGHL,PGHL,PROCTER & GAMBLE HEALTH LIMITE investor relations
INE199C01026,ADVANI HOTELS & RESORTS (INDIA,"BSE, NSE",ADVANIHOTR,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA investor relations
INE199D01016,MARTIN BURN LTD.,BSE,MARBU,,MARTIN BURN LTD. investor relations
INE199E01014,SUNSHIELD CHEMICALS LTD.,BSE,SUNSHIEL,,SUNSHIELD CHEMICALS LTD. investor relations
INE199G01027,JAGRAN PRAKASHAN LTD.,"BSE, NSE",JAGRAN,JAGRAN,JAGRAN PRAKASHAN LTD. investor relations
INE199P01028,Gretex Corporate Services Limi,"BSE, NSE",GCSL,GCSL,Gretex Corporate Services Limi investor relations
INE19RI01016,Tenneco Clean Air India Limite,"BSE, NSE",TENNIND,TENNIND,Tenneco Clean Air India Limite investor relations
INE19RO25013,Property Share Investment Trus,BSE,PSPLATINA,,Property Share Investment Trus investor relations
INE1ABX01018,UNIFIED DATA TECH SOLUTIONS LI,BSE,UNIFIED,,UNIFIED DATA TECH SOLUTIONS LI investor relations
INE1AG301022,GK ENERGY LIMITED,"BSE, NSE",GKENERGY,GKENERGY,GK ENERGY LIMITED investor relations
INE1B0W01010,Advance Agrolife Limited,"BSE, NSE",ADVANCE,ADVANCE,Advance Agrolife Limited investor relations
INE1B3501014,Zelio E Mobility Limited,BSE,ZELIO,,Zelio E Mobility Limited investor relations
INE1B3L01017,SHRINGAR HOUSE OF MANGALSUTRA,"BSE, NSE",SHRINGARMS,SHRINGARMS,SHRINGAR HOUSE OF MANGALSUTRA investor relations
INE1B4801017,Chatterbox Technologies Limite,BSE,CHTR,,Chatterbox Technologies Limite investor relations
INE1B6101010,Shreeji Shipping Global Limite,"BSE, NSE",SHREEJISPG,SHREEJISPG,Shreeji Shipping Global Limite investor relations
INE1BA901016,Logiciel Solutions Limited,BSE,LOGICIEL,,Logiciel Solutions Limited investor relations
INE1BZC01019,Om Freight Forwarders Limited,"BSE, NSE",OMFREIGHT,OMFREIGHT,Om Freight Forwarders Limited investor relations
